,title,article_type,authors,doi,document_type,issue,language,year,vol,keywords,url,journal,link,abstract,keywords_l,authors_l,title_l,journal_l
48,Evaluating the impact of books in Chinese Studies: A case study of books authored by UCLA scholars,Scholarly Journals,"zequan xiong, yufeng duan",10.22452/mjlis.vol24no3.2,Journal Article,3,English,2019,24," Bibliometrics , Informetrics , Asian studies , Los Angeles California",,Malaysian Journal of Library & Information Science,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Evaluating+the+impact+of+books+in+Chinese+Studies%3A+A+case+study+of+books+authored+by+UCLA+scholars&amp;author=Xiong%2C+Zequan%3BDuan%2C+Yufeng&amp;issn=13946234&amp;title=Malaysian+Journal+of+Library+%26+Information+Science&amp;volume=24&amp;issue=3&amp;date=2019-01-01&amp;spage=23&amp;id=doi:10.22452%2Fmjlis.vol24no3.2&amp;sid=ProQ_ss&amp;genre=article,"This study is the first comprehensive analysis to evaluate the impact of books in a particular field, namely, Chinese studies, authored by scholars at the University of California, Los Angeles (UCLA). Bibliometric and altmetric indicators were applied to evaluate the impact of books, and correlations between different indicators were analyzed using Spearman correlation coefficients. The results showed significant differences between impact ranks using both indicators. Bibliometric indicators, including citations, library holdings, and book reviews, mainly reflect the academic impact of books, while altmetric indicators, including Amazon sales and Goodreads ratings, mainly reflect the social impact of those books. The most influential books and scholars were obtained based on each of the two indicator types. This effort can benefit academic efforts to evaluate the impact of books using multiple indicators.","bibliometrics , informetrics , asian studies , los angeles california","zequan xiong, yufeng duan",evaluating the impact of books in chinese studies a case study of books authored by ucla scholars,malaysian journal of library information science
49,Authorship trend and content analysis,Scholarly Journals,"jyotshna sahoo, basudev mohanty, oshin biswal, nrusingh kumar dash, jayanta kumar sahu",10.1108/pmm-06-2019-0021,Journal Article,1,English,2019,20," Research methodology , Authoring , Journals , Scientometrics , Science , Journals , Bibliometrics , Citation indexes , Studies , Cooperation , Knowledge management , Content analysis , Library and information science , Scholars , Productivity , Authorship , Librarians , Researchers , Impact factors , Libraries , United States--US",,Performance Measurement and Metrics,,"Purpose The purpose of this paper is to examine the classic characteristics of highly cited articles (HCAs) of top-ranked library and information science (LIS) journals and get acquainted with the high-quality works in specific areas of LIS for distinguishing what gets cited and who the prolific authors are. Design/methodology/approach The HCAs published across the top four LIS journals were downloaded, coded and a database was developed with basic metadata elements for analysis using bibliometric indicators. Lotka’s Inverse Square Law of Scientific Productivity was applied to assess the author’s productivity of HCA. The content analysis method was also used to find out the emerging areas of research that have sought high citations. Findings Inferences were drawn for the proposed five number of research questions pertaining to individual productivity, collaboration patterns country and institutional productivity, impactful areas of research. The Netherland found to be the potential player among all the affiliating countries of authors and Loet Leydesdorff tops the list among the prolific authors. It is observed that Lotka’s Classical Law also fits the HCA data set in LIS. “Research impact measurement and research collaboration,” “Social networking” and “Research metrics and citation-based studies” are found to be the emerging areas of LIS research. Practical implications Researchers may find a way what gets cited in specific areas of LIS literature and why along with who are the prolific authors. Originality/value This study is important from the perspective of the growing research field of the LIS discipline to identify the papers that have influenced others papers as per citation count, spot the active and more impactful topics in LIS research.","research methodology , authoring , journals , scientometrics , science , journals , bibliometrics , citation indexes , studies , cooperation , knowledge management , content analysis , library and information science , scholars , productivity , authorship , librarians , researchers , impact factors , libraries , united states--us","jyotshna sahoo, basudev mohanty, oshin biswal, nrusingh kumar dash, jayanta kumar sahu",authorship trend and content analysis,performance measurement and metrics
50,Scholarly research in Library and Information Science: an analysis based on ISI Web of Science,Scholarly Journals,"ahmad khurshid, arslan sheikh, muhammad rafi",10.1108/pmm-06-2019-0024,Journal Article,1,English,2019,20," Author productivity , Libraries , Journals , Collaboration , Trends , Scientific papers , Documents , Library and information science , Scholarly publishing",,Performance Measurement and Metrics,,"Purpose The purpose of this paper is to present a quantitative analysis of the Library and Information Science (LIS) scholarly literature published worldwide. Design/methodology/approach The ISI Web of Science database was used as a source for extracting the data of published documents during the period 2003–2017. The analysis of the published literature was based on the following indicators: research productivity of each county, annual publications, annual citations, highly cited articles, highly cited LIS journals, most productive institutions in the field of LIS and most prolific authors. The types of documents included in this study were research articles, conference proceeding papers, book reviews and editorials. Findings The findings revealed that the USA had the highest overall output of LIS scholarly publications. The year 2016 was identified as the most productive year for the number of publications, whereas 2017 was identified as the most productive year for the number of citations. “Impact of data sources on citation counts and rankings of LIS faculty: Web of Science versus Scopus and Google Scholar” was the most highly cited article. The Journal of Medical Library Association was the most highly cited journal in LIS. Indiana University from the USA was the most productive LIS research institution. Mike Thelwall, from the UK, is identified as the most prolific author in LIS. Originality/value The study will be of interest for those researchers, who intend to conduct bibliometric research studies in LIS.","author productivity , libraries , journals , collaboration , trends , scientific papers , documents , library and information science , scholarly publishing","ahmad khurshid, arslan sheikh, muhammad rafi",scholarly research in library and information science an analysis based on isi web of science,performance measurement and metrics
51,"Library Supported Open Access Funds: Criteria, Impact, and Viability",Scholarly Journals,"amanda b click, rachel borchardt",10.18438/eblip29623,Journal Article,4,English,2019,14," Bibliometrics , Libraries , Open access , Academic publications",,Evidence Based Library and Information Practice,,"Objective – This study analyzes scholarly publications supported by library open access funds, including author demographics, journal trends, and article impact. It also identifies and summarizes open access fund criteria and viability. The goal is to better understand the sustainability of open access funds, as well as identify potential best practices for institutions with open access funds. Methods – Publication data was solicited from universities with open access (OA) funds, and supplemented with publication and author metrics, including Journal Impact Factor, Altmetric Attention Score, and author h-index. Additionally, data was collected from OA fund websites, including fund criteria and guidelines. Results – Library OA funds tend to support faculty in science and medical fields. Impact varied widely, especially between disciplines, but a limited measurement indicated an overall smaller relative impact of publications funded by library OA funds. Many open access funds operate using similar criteria related to author and publication eligibility, which seem to be largely successful at avoiding the funding of articles published in predatory journals. Conclusions – Libraries have successfully funded many publications using criteria that could constitute best practices in this area. However, institutions with OA funds may need to identify opportunities to increase support for high-impact publications, as well as consider the financial stability of these funds. Alternative models for OA support are discussed in the context of an ever-changing open access landscape.","bibliometrics , libraries , open access , academic publications","amanda b click, rachel borchardt",library supported open access funds criteria impact and viability,evidence based library and information practice
52,"Altmetrics as a research specialty (Dimensions, 2005-2018)",Scholarly Journals,"carlos olmeda-gomez, antonio perianes-rodriguez",10.3145/epi.2019.nov.08,Journal Article,6,English,2019,28," Social networks , Open data , Citations , Bibliometrics , Bibliographic data bases , Informetrics",,El Profesional de la Información,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Altmetrics+as+a+research+specialty+%28Dimensions%2C+2005-2018%29&amp;author=Olmeda-G%C3%B3mez%2C+Carlos%3BPerianes-Rodr%C3%ADguez%2C+Antonio&amp;issn=13866710&amp;title=El+Profesional+de+la+Informaci%C3%B3n&amp;volume=28&amp;issue=6&amp;date=2019-01-01&amp;spage=&amp;id=doi:10.3145%2Fepi.2019.nov.08&amp;sid=ProQ_ss&amp;genre=article,"The scientific literature on altmetrics published from 2005 to 2018 was analysed. The overall structure of the speciality's intellectual landscape is depicted through clusters of co-cited references, analysing journal and author co-citations. The 56,936 references cited in the 8,145 papers of all kinds retrieved from the Dimensions bibliographic database were included in the initial dataset used in the analysis. Pathfinder networks were generated with CiteSpace to determine the most prevalent journals and authors in the speciality. Conceptual structures were identified by co-citation clustering and latent semantic analysis. 'Open knowledge', 'altmetric collection', 'web indicator', 'assessing research', 'ResearchGate score', 'open data citation advantage', 'Google Scholar author citation', 'share data', 'academic tweet', 'Mendeley readership count' and 'social media metrics' were observed to be the lines of research presently favoured by specialists. Statistical indicators were calculated to determine the journals and contributors making the greatest impact.","social networks , open data , citations , bibliometrics , bibliographic data bases , informetrics","carlos olmeda-gomez, antonio perianes-rodriguez",altmetrics as a research specialty dimensions 2005 2018,el profesional de la informacion
53,Journals on Information Literacy: Citation Analysis and Social Impact Metrics,Scholarly Journals,kishor john,10.1080/0361526x.2019.1641457,Journal Article,1-2,English,2019,77," Social networks , Library and information science , Citation analysis , User training , Journals , Bibliometrics , Information literacy , Social research",,The Serials Librarian,,"Library and information science as a discipline is undergoing rapid and extensive change, driven particularly by new areas of research. Citation analysis and information literacy are widely researched and have a rich background of growth. Publish or Perish, Buzzsumo.com, altmetrics.com, and textalyser.net have been used to analyze all metrics associated with citation analysis, social networking, and keyword analysis. The hypothesis of this study is: ""There is no significant difference in the citation pattern of the three prominent citation journals: Journal of Information Literacy, Communications in Information Literacy and Nordic Journal of Information Literacy in Higher Education"". The hypotheses of the study were tested by assessment of the degree to which each of the journals met set of objective criteria. 697 papers from the three journals were analyzed and the results showed that the citation metrics of the Journal of Information Literacy had the highest correspondence with the criteria. The information linked to the Journals of Information Literacy was moderately posted on social networking sites (SNS) and the highest frequency of the keywords: ""Information""; ""Information literacy""; and ""Information literacy instruction"" were found in one, two and three-word searches. Some recommendations have also been offered to improve SNS presence and for further research in this field.","social networks , library and information science , citation analysis , user training , journals , bibliometrics , information literacy , social research",kishor john,journals on information literacy citation analysis and social impact metrics,the serials librarian
54,A Bibliometric Analysis of Journal of Higher Education Management (JHEM) from 2007 to 2016,Scholarly Journals,"seno essien antia-obong, biddy casselden, alison pickard",,Journal Article,0,English,2019,0," Research , Handbooks , Higher education , Citations , Collaboration , Bibliometrics , Journals , Science , Studies , Publications , Knowledge management , Library and information science , Librarians , Researchers , Libraries , Isamuddin, Riduan (Hambali)",,Library Philosophy and Practice,,"Although several bibliometric journal studies on education have been carried out, surprisingly, no bibliometric study has been carried out on the Journal of Higher Education Management (JHEM), being the foremost journal for university administrators. This study is therefore an attempt to fill this gap in the context of bibliometric analysis of single journals. The purpose of this bibliometric study was to examine the publication characteristics and developments of JHEM over an eight (8) year period from 2007 to 2016. The following bibliometric measures were analysed in this study: (a) productivity of articles, (b) productivity of authors, (c) degree of author collaboration, (d) listings of core authors, (e) Institution and country affiliations of authors, (e) types of sources cited by researchers, (f) timeliness of sources cited by researchers, (g) rank list of frequently cited journal titles and (h) rank list of frequently cited authors (i) to identify the types of sources cited by authors in JHEM. The results revealed a total of 83 articles and 1,821 citations within the period of study. Single authors had the highest number of papers with 54% of the total number of papers and degree of collaboration ranged between 0.14 - 0.67. The Journal of Higher Education was the most sighted journal with a total of 27 citations. In addition, the results revealed that JHEM had a low self-citation with a total of 7 citations out of the total number of citations. The findings suggests that JHEM needs to increase its indexed databases, in order to boost awareness of the journal, there is also need for multidisciplinary collaborations to encourage a wide variety of authorship. Also, the number of annual issues should be increased from the current single annual issue to enable the publication of more articles.","research , handbooks , higher education , citations , collaboration , bibliometrics , journals , science , studies , publications , knowledge management , library and information science , librarians , researchers , libraries , isamuddin, riduan (hambali)","seno essien antia-obong, biddy casselden, alison pickard",a bibliometric analysis of journal of higher education management jhem from 2007 to 2016,library philosophy and practice
55,Accessibility and Decay of Web Citations in Computer Science journals,Scholarly Journals,mohsen jalali,,Journal Article,0,English,2019,0," Research , Dermatology , Scientometrics , Bibliometrics , Computer science , Journals , URLs , Open access publishing , Electronic periodicals , Library and information science , Medical libraries , Citation analysis , Researchers , Internet resources , Philosophy , Scholarly communication , Library associations",,Library Philosophy and Practice,,"The aim of this research is to scrutiny the accessibility and decay of web citations (URLs) used in refereed articles published by 27 Computer Science open access journals as indexed by Scopus. To do this, at first, we downloaded 1000 articles of Computer Science open access journals from 2009 to 2018. After acquiring articles, their web citations are extracted and analyzed from the accessibility and decay point of view. Moreover, for initially missed web citations complementary p athways such as using Google search engine are employed. Then, data collected are analyzed using descriptive statistical methods. Research findings indicated that 80.7% of articles have Web citations and rate of articles containing URL has increased from 72% in 2009 to 94% in 2018. The study revealed that at first check 78% of URLs are accessible, while 22% per cent have disappeared. It is notable that the rate of accessibility increased to 92% and the rate of decay decreased to 8% after using complementary pathways. The .edu/.ac domain, with an availability of 89% (a decay of 11%) has the greatest stability and persistence among all domains, while the most stable file format is PDF, with an availability of 85% (a decay of 15%).","research , dermatology , scientometrics , bibliometrics , computer science , journals , urls , open access publishing , electronic periodicals , library and information science , medical libraries , citation analysis , researchers , internet resources , philosophy , scholarly communication , library associations",mohsen jalali,accessibility and decay of web citations in computer science journals,library philosophy and practice
56,ALTMETRIC FOR THE SPREAD OF TRUE AND FALSE NEWS ONLINE - A STUDY OF USING ALTMETRIC IT TOOL,Scholarly Journals,g stephen,,Journal Article,0,English,2019,0," Library management , Birth defects , Scientometrics , Zika virus , Bibliometrics , Science , Academic libraries , Medical research , Library and information science , Social networks , Scholars , Researchers , Meditation , Discipline , Professionals , Research & development--R&D , Informetrics , United States--US",,Library Philosophy and Practice,,"Altmetric metric and qualitative data are complementary to traditional, citation-based metrics. Altmetric Attention Score for a Research Output provides an indicator of the amount of attention. Score is taken from an automated algorithm, and represents a weighted count of the amount of meditation taken for a research output. This research output is an Altmetric attribution score of 9147 for the article The Spread of True and Fall News Online. Altmetric has tracked 12,623,901 research outputs in all sources till date 11th, 2019. Altmetric has tracked 7,171,211 research outputs in all the sources so far, out of which this article got # 4 places. By age, we can compare this Altmetric Attention Score with 273,408 tracked outcasts which were published within six weeks on both sides of this one in any source. This article got # 1 place. This research was published to 1,016 others from the same source and within six weeks on both sides of this one. This article got the first place.","library management , birth defects , scientometrics , zika virus , bibliometrics , science , academic libraries , medical research , library and information science , social networks , scholars , researchers , meditation , discipline , professionals , research & development--r&d , informetrics , united states--us",g stephen,altmetric for the spread of true and false news online a study of using altmetric it tool,library philosophy and practice
57,Publons Peer Evaluation Metrics are not Reliable Measures of Quality or Impact,Scholarly Journals,scott goldstein,10.18438/eblip29579,Journal Article,3,English,2019,14," Bibliometrics , Informetrics , Quality",,Evidence Based Library and Information Practice,,"Objective–To analyze the relationship between scholars' qualitative opinion of publications using Publons metrics and bibliometric and altmetric impact measures.Design –Comparative, quantitative data set analysis.Setting –Maximally exhaustive set of research articles retrievable from Publons.Subjects –45,819 articles retrieved from Publons in January 2018.Methods –Author extracted article data from Publons and joined them (using the DOI) with data from three altmetricproviders: Altmetric.com, PlumX, and Crossref Event Data. When providers gave discrepant results for the same metric, the maximum value was used. Publons data are described, and correlations are calculated between Publons metrics and altmetric and bibliometric indicators.Main Results –In terms of coverage, Publons is biased in favour of life sciences and subject areas associated with health and medical sciences. Open access publishers are also over-represented. Articles reviewed in Publons overwhelmingly have one or two pre-publication reviews and only one post-publication review. Furthermore, the metrics of significance and quality (rated on a 1 to 10 scale) are almost identically distributed, suggesting that users may not distinguish between them. Pearson correlations between Publons metrics and bibliometric and altmetric indicators are very weak and not significant.Conclusion –The biases in Publons coverage with respect to discipline and publisher support earlier research and suggest that the willingness to publish one's reviews differs according to research area. Publons metrics are problematic as research quality indicators. Most publications have only a single post-publication review, and the absence of any significant disparity between the scoresof significance and quality suggest the constructs are being conflated when in fact they should be measuring different things. The correlation analysis indicates that peer evaluation in Publons is not a measure of a work's quality and impact.","bibliometrics , informetrics , quality",scott goldstein,publons peer evaluation metrics are not reliable measures of quality or impact,evidence based library and information practice
58,Who reads international Egyptian academic articles? An altmetrics analysis of Mendeley readership categories,Scholarly Journals,metwaly ali mohamed eldakar,10.1007/s11192-019-03189-7,Journal Article,1,English,2019,121," Social sciences , Research , Databases , Social organization , Webometrics , Bibliometrics , Citation indexes , Social networks , Scientific papers , Physical sciences , Documents , Citation analysis , Indicators , Researchers , Statistical analysis , Readers , Students , Resource sharing , Egypt",,Scientometrics,,"Mendeley is a social network that allows researchers worldwide to discover, search and share resources and to cooperate with peer researchers. We can recognize a large amount of exhaustive information about who reads research articles and the contexts in which research articles are read by using data about people who register in Mendeley as readers of articles. The purpose of this paper is to explore different types of users of international Egyptian academic articles indexed in Scopus across four major fields: health sciences, life sciences, physical sciences and social sciences inside and outside academia. The aim is to determine the impact and use of international Egyptian academic articles in Mendeley compared to their citation impact and to explore whether there is any correlation between Mendeley readership counts and the citation indicators for these publications. Furthermore, this study analyses readers’ categories and discovers their country locations according to the data retrieved from Mendeley profiles. The data for this study are collected from the Scopus database. Webometric Analyst 2.0 is used to retrieve Mendeley readership statistics for all collected articles. This information will help in understanding how and to what extent Mendeley readership metrics are applicable in assessing the publications of Egyptian authors and in understanding the usage versus citation pattern and impact of Egyptian scientific outputs on global society. The results indicate that the majority of readers in all disciplines are Ph.D. students, master’s students, and post-graduate students; however, other types of academics are also represented. The findings also indicate that the highest correlations between citations and Mendeley readership counts are found for the types of users who frequently author academic papers, except for professors in some sub-disciplines. Regarding country locations, Egyptian international publications are mostly used by users from more than 100 countries worldwide. However, the majority in every field are from the USA. Overall, this study concludes that Egyptian researchers have great international influence on global society. The study suggests that Mendeley readership may reflect usage similarly to conventional citation impacts if the data are limited to readers who are also authors, without the delay of influence measured by citation indicators. Meanwhile, Mendeley data can disclose the invisible impact of research publications, such as educational value for non-author users inside academia or the impact of research papers on practice for users outside academia. Finally, Mendeley readership statistics can reflect the distribution of users in various countries and potential readers worldwide, identify the invisible impact of the research output per country on global society, and be used as a complementary and informative tool for citation databases in explicating the influence of scientific outputs.","social sciences , research , databases , social organization , webometrics , bibliometrics , citation indexes , social networks , scientific papers , physical sciences , documents , citation analysis , indicators , researchers , statistical analysis , readers , students , resource sharing , egypt",metwaly ali mohamed eldakar,who reads international egyptian academic articles an altmetrics analysis of mendeley readership categories,scientometrics
59,Cross-national distance and international business: an analysis of the most influential recent models,Scholarly Journals,"cristina lopez-duarte, marta m vidal-suarez, belen gonzalez-diaz",10.1007/s11192-019-03203-y,Journal Article,1,English,2019,121," Research , Citation analysis , Journals , Business , Bibliometrics , Models",,Scientometrics,,"Cross-national distance among countries has been of central interest in International Business and Management research. Therefore, different efforts have been made to develop models/measurements to address this issue. In this article we identify the models/measurements of cross-national distance developed since the beginning of the 2000 decade. After briefly presenting each model’s distinctive features, we assess their impact on the research field based on a wide range of bibliometric techniques (direct, indirect, and adjusted citation impacts, altmetrics, academic reviews, journals and publishers’ prestige). Our analysis shows that the narrower cultural distance construct has lost ground to the wider psychic distance one. Furthermore, researchers highly value those models and measurement that go beyond the cultural and psychic distance constructs providing a multidimensional framework to analyze and measure cross-national distance among countries. Our analysis of these models’ impact shows that this a salient issue in the research field as a whole and a central topic in the highest ranked journals in International Business and Management.","research , citation analysis , journals , business , bibliometrics , models","cristina lopez-duarte, marta m vidal-suarez, belen gonzalez-diaz",cross national distance and international business an analysis of the most influential recent models,scientometrics
60,What can Bookmetrix tell us about the impact of Springer Nature’s books,Scholarly Journals,"mohammadamin erfanmanesh, a noorhidawati, a abrizah",10.1007/s11192-019-03198-6,Journal Article,1,English,2019,121," Social sciences , Engineering , Bibliometrics , Social networks , Books , Social networks , Medicine , Bibliometrics , Windows (intervals) , Downloading , Population studies , Books , Books , Social sciences , Digital media , Medicine , Books",,Scientometrics,,"This paper reports on book impact assessment using bibliometrics, usage metrics and altmetrics. The objective of the study is to investigate the citation, usage, reach and readership of scholarly books published by Springer Nature during a three-year time-span after their publication using citations, downloads, social media mentions and online reference manager bookmarks data. The study population was limited to those Springer books published in 2014, covering four broad disciplines (pure sciences, social sciences, engineering and medicine) to study disciplinary differences. The 3&#xa0;years’ span was chosen to make sure all books had enough time to attract citations, downloads, attentions and bookmarks. Data on 1116 randomly-selected books were obtained in July 2018 and they contained the total number of times each book was cited in CrossRef.com, downloaded in Link.Springer.com, mentioned in altmetric.com, and bookmarked in Mendeley.com over a three-year time window from January 1, 2015 to December 30, 2017. Although books are the preferred publication format especially in arts, humanities and social sciences, the results of book assessment based on the citation, usage, social media metrics from social science discipline was not apparent. This is evident as books in pure sciences were more frequently cited, books in medicine received more social media attentions and engineering books had the highest download counts and Mendeley bookmarks. The results also demonstrated that Crossref citations and SpringerLink downloads correlated significantly in all four disciplines indicating books with more download statistics also accumulated higher citation counts. The study is significant to provide evidence that alternative sources such as usage-based and social media-based metrics could act as complement to traditional citation-based measures for assessing the impact of books and/or book chapters in a multidimensional way.","social sciences , engineering , bibliometrics , social networks , books , social networks , medicine , bibliometrics , windows (intervals) , downloading , population studies , books , books , social sciences , digital media , medicine , books","mohammadamin erfanmanesh, a noorhidawati, a abrizah",what can bookmetrix tell us about the impact of springer natures books,scientometrics
61,"Comparing capture, usage and citation indicators: an altmetric analysis of journal papers in chemistry disciplines",Scholarly Journals,"chi pei-shan, juan gorraiz, wolfgang glanzel",10.1007/s11192-019-03168-y,Journal Article,3,English,2019,120," Indicators , Citation analysis , Indicators , Organic chemistry , Bibliometrics , Informetrics",,Scientometrics,,"In this paper we extend the perspective of the scholarly impact from the traditional citations to other forms of scientific communication among scholars in the mirror of the PlumX and Web of Science (WoS) data. There are in total eight indicators out of three categories including Captures, Citations, and Usage analysed in the study. The results of this study shows that Captures and Usage indicators measure very different aspects of research impact, although both of them show some similarity from the perspective of citations. The Characteristic Scores and Scales method was applied to different types of altmetric indicators for the first time and its robustness of the method was proved again.","indicators , citation analysis , indicators , organic chemistry , bibliometrics , informetrics","chi pei-shan, juan gorraiz, wolfgang glanzel",comparing capture usage and citation indicators an altmetric analysis of journal papers in chemistry disciplines,scientometrics
62,Evaluation and comparison of influence in international Open Access journals between China and USA,Scholarly Journals,"rongying zhao, xu wang",10.1007/s11192-019-03159-z,Journal Article,3,English,2019,120," Reliability analysis , Reliability aspects , Factor analysis , Mathematical analysis , Bibliometrics , Dimensional analysis , Correlation analysis , Open access publishing , Two dimensional analysis , Indicators , Indicators , Citation analysis , Factor analysis , Informetrics , Dimensional analysis , Evaluation , Correlation analysis , Factor analysis , Correlation analysis , United States--US , China",,Scientometrics,,"This paper makes an evaluation and comparison of influence on international Open Access (OA) between China and USA. First, Chinese and American OA journals are taken as an example. Second, combining traditional citation indicators with altmetrics indicators, a process of influence evaluation and comparison model on Chinese and American OA journals is constructed. Third, an evaluation indicator system of OA journals from two dimensions of academic influence and societal influence is constructed too. Lastly, through normalization, correlation analysis, reliability analysis, validity analysis, factor analysis and two-dimensional analysis, the academic and societal influence of OA journals are evaluated and compared between China and USA. It is found that in terms of academic influence and societal influence, the evaluation scores of international OA journals are quite different between China and USA. The influence of the USA is far greater than that of China. The results show a strong positive correlation among the 7 traditional citation indicators based on JCR, and a high positive correlation among the 8 altmetrics indicators based on Altmetrics Explorer, and the indicators have a significant consistency both overall and internal. There is a highly positive correlation between academic influence and societal influence scores for the Chinese and American OA journals. Overall, the results confirm that the evaluation of societal influence of OA journals is used as supplement to the evaluation of academic influence. Altmetrics is also a powerful tool to measure the societal influence of OA journals, but it cannot replace the traditional citation indicators at present.","reliability analysis , reliability aspects , factor analysis , mathematical analysis , bibliometrics , dimensional analysis , correlation analysis , open access publishing , two dimensional analysis , indicators , indicators , citation analysis , factor analysis , informetrics , dimensional analysis , evaluation , correlation analysis , factor analysis , correlation analysis , united states--us , china","rongying zhao, xu wang",evaluation and comparison of influence in international open access journals between china and usa,scientometrics
63,Mining network-level properties of Twitter altmetrics data,Scholarly Journals,"said anwar, timothy d bowman, rabeeh ayaz abbasi, naif radi aljohani, saeed-ul hassan, raheel nawaz",10.1007/s11192-019-03112-0,Journal Article,1,English,2019,120," Social networks , Communities , Social organization , Black boxes , Bibliometrics , Properties (attributes) , Network analysis , Social networks , Informetrics , Digital media , Data mining , Social network analysis",,Scientometrics,,"Social networking sites play a significant role in altmetrics. While 90% of all altmetric mentions come from Twitter, the known microscopic and macroscopic properties of Twitter altmetrics data are limited. In this study, we present a large-scale analysis of Twitter altmetrics data using social network analysis techniques on the ‘mention’ network of Twitter users. Exploiting the network-level properties of over 1.4 million tweets, corresponding to 77,757 scholarly articles, this study focuses on the following aspects of Twitter altmetrics data: (a) the influence of organizational accounts; (b) the formation of disciplinary communities; (c) the cross-disciplinary interaction among Twitter users; (d) the network motifs of influential Twitter users; and (e) testing the small-world property. The results show that Twitter-based social media communities have unique characteristics, which may affect social media usage counts either directly or indirectly. Therefore, instead of treating altmetrics data as a black box, the underlying social media networks, which may either inflate or deflate social media usage counts, need further scrutiny.","social networks , communities , social organization , black boxes , bibliometrics , properties (attributes) , network analysis , social networks , informetrics , digital media , data mining , social network analysis","said anwar, timothy d bowman, rabeeh ayaz abbasi, naif radi aljohani, saeed-ul hassan, raheel nawaz",mining network level properties of twitter altmetrics data,scientometrics
64,Research Interest: another undisclosed (and redundant) algorithm by ResearchGate,Scholarly Journals,sergio copiello,10.1007/s11192-019-03124-w,Journal Article,1,English,2019,120," Algorithms , Social organization , Bibliometrics , Social networks , Redundancy",,Scientometrics,,"The scholarly social network ResearchGate (RG) started promoting a new composite indicator: Research Interest. That score is built upon a weighting scheme of citations, recommendations, full-text reads, and other reads by RG members. Here I show that the indicator suffers from, at least, two significant issues, which undermine its utility as an alternative metric. Lack of transparency is the former since there are clues that its underlying algorithm is more complex than what is known according to the information conveyed by RG. Redundancy is another issue because the score is essentially driven by the number of citations and seems to bring negligible additional knowledge in the altmetrics landscape.","algorithms , social organization , bibliometrics , social networks , redundancy",sergio copiello,research interest another undisclosed and redundant algorithm by researchgate,scientometrics
65,Comparing the Citations Counts and Altmetrics of the Top Medical Science Journals in Scopus,Scholarly Journals,"mozhdeh salajegheh, sareh dayari",,Journal Article,1,English,2019,17," Science , Bibliometrics , Informetrics",,International Journal of Information Science and Management,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Comparing+the+Citations+Counts+and+Altmetrics+of+the+Top+Medical+Science+Journals+in+Scopus&amp;author=Salajegheh%2C+Mozhdeh%3BDayari%2C+Sareh&amp;issn=20088302&amp;title=International+Journal+of+Information+Science+and+Management&amp;volume=17&amp;issue=1&amp;date=2019-01-01&amp;spage=59&amp;id=doi:&amp;sid=ProQ_ss&amp;genre=article,"Early altmetric investigations have focused on measuring the correlations between citation and altmetrics to partially validate the new metrics articles (Thelwall, Haustein, Larivière, &amp; Sugimoto, 2013; Priem, &amp; Hemminger, 2010; Costas, Zahedi, &amp; Wouters, 2014). The main aim of this research is to study the relationship between citation count indicator and almetrics or the new metrics in social -web of medical sciences journals. Present research is an applied research and the method used for doing it, is descriptive from correlation type which test relationship between citation count indicators and almetrics or the new metrics in social web. 111 medical sciences journals which have the highest SJR in Scopus databases were selected as research population from Scimago Journal Ranking (SJR) 2013-2014. Altmetrics-alternative metrics usually based on data from the social web which could be seen as a particularly promising approach in efforts to find appropriate measures for assessing Medical Science Journals were extracted through altmetrics.com. Research results show that there is significant correlation between Medical science journals altmetrics tools like F1000, Mention, Facebook, and News and their citation Numbers. There is no significant correlation between Medical science journals altmetrics tools like Reddit, Blog posts, Google plus, Tweets and their citation numbers. Structural equation modeling also shows the same results.","science , bibliometrics , informetrics","mozhdeh salajegheh, sareh dayari",comparing the citations counts and altmetrics of the top medical science journals in scopus,international journal of information science and management
66,The impact of video abstract on citation counts: evidence from a retrospective cohort study of New Journal of Physics,Scholarly Journals,"qianjin zong, yafen xie, rongchan tuo, jingshi huang, yang yang",10.1007/s11192-019-03108-w,Journal Article,3,English,2019,119," Authoring , Regression analysis , Physics , Regression models , International co authorship",,Scientometrics,,"In this paper, we addressed the question of whether a video abstract of an article affects its citation counts. A retrospective cohort study was conducted using the research articles published in New Journal of Physics during 2010 and 2016. Articles with video abstract ( N  = 315) as the experimental group, were matched 1:2, with articles without video abstract ( N  = 630) as the control group, by the same publishing issue, same article type. Specifically, the articles lacking video abstract that appeared immediately before and after each experimental group article were included in the control group. A negative binomial regression model was employed to analyze the data. After controlling for the characteristics of articles (including the number of authors, international co-authorship, character counts of title, character counts of text-based abstract, keyword counts, reference counts, page counts and funding), our results showed that articles with video abstract (experimental group) compared to the articles without video abstract (control group) were expected to have a rate 1.206 times greater for citation counts. This study suggests that a video abstract can potentially serve as a useful genre of a research article for receiving more citation counts.","authoring , regression analysis , physics , regression models , international co authorship","qianjin zong, yafen xie, rongchan tuo, jingshi huang, yang yang",the impact of video abstract on citation counts evidence from a retrospective cohort study of new journal of physics,scientometrics
