,base,authors_l,title_l,title,journal_l,keywords_l,year,language,doi
11,scopus,"p kokol, vosner blazun",historical descriptive and exploratory analysis of application of bibliometrics in nursing research,"Historical, descriptive and exploratory analysis of application of bibliometrics in nursing research",nursing outlook,"bibliometrics, historical roots, nursing research, papers as topics, thematic analysis",2019,English,10.1016/j.outlook.2019.04.009
12,scopus,m a m eldakar,who reads international egyptian academic articles an altmetrics analysis of mendeley readership categories,Who reads international Egyptian academic articles? An altmetrics analysis of Mendeley readership categories,scientometrics,"altmetrics, egyptian research, mendeley, readership analysis, research impact",2019,English,10.1007/s11192-019-03189-7
13,scopus,"m erfanmanesh, a noorhidawati, a abrizah",what can bookmetrix tell us about the impact of springer natures books,What can Bookmetrix tell us about the impact of Springer Nature’s books,scientometrics,"altmetrics, bibliometrics, book impact assessment, crossref citation, mendeley bookmarks, usage metrics",2019,English,10.1007/s11192-019-03198-6
14,scopus,"c lopez-duarte, m m vidal-suarez, b gonzalez-diaz",cross national distance and international business an analysis of the most influential recent models,Cross-national distance and international business: an analysis of the most influential recent models,scientometrics,"altmetrics, bibliometric analysis, cross-national distance, cultural distance, psychic distance",2019,English,10.1007/s11192-019-03203-y
15,scopus,"p -s chi, j gorraiz, w glanzel",comparing capture usage and citation indicators an altmetric analysis of journal papers in chemistry disciplines,"Comparing capture, usage and citation indicators: an altmetric analysis of journal papers in chemistry disciplines",scientometrics,"altmetrics, characteristic scores and scales, citations, plumx metrics, wos usage",2019,English,10.1007/s11192-019-03168-y
16,scopus,"r zhao, x wang",evaluation and comparison of influence in international open access journals between china and usa,Evaluation and comparison of influence in international Open Access journals between China and USA,scientometrics,"academic influence, altmetrics indicator, citation indicator, evaluation and comparison, international oa journal, societal influence",2019,English,10.1007/s11192-019-03159-z
17,scopus,"y hassona, t qutachi, l dardas, m s alrashdan, f sawair",the online attention to oral cancer research an altmetric analysis,The online attention to oral cancer research: An Altmetric analysis,oral diseases,"altmetrics, cancer, citation, mouth, online attention, oral, public engagement, research dissemination, social media",2019,English,10.1111/odi.13111
18,scopus,"s k gudi, s p basker",self promotions and advertising are they a common practice for boosting altmetric scores,Self-promotions and advertising: Are they a common practice for boosting altmetric scores?,science editing,,2019,English,10.6087/kcse.177
19,scopus,m thelwall,do mendeley reader counts indicate the value of arts and humanities research,Do Mendeley reader counts indicate the value of arts and humanities research?,journal of librarianship and information science,"altmetrics, arts, humanities, mendeley, research evaluation, scientometrics",2019,English,10.1177/0961000617732381
20,scopus,"s k banshal, v k singh, p k muhuri, p mayr",how much research output from india gets social media attention,How much research output from India gets social media attention?,current science,"disciplinary variation, research output, scholarly articles, social media",2019,English,10.18520/cs/v117/i5/753-760
21,scopus,"a meseguer-martinez, a ros-galvez, a rosa-garcia, j a catalan-alarcon",online video impact of world class universities,Online video impact of world class universities,electronic markets,"altmetrics, h-index, impact, online video, rankings, world class universities",2019,English,10.1007/s12525-018-0315-4
22,scopus,"i j ezema, c i ugwu",correlating research impact of library and information science journals using citation counts and altmetrics attention,Correlating research impact of library and information science journals using citation counts and altmetrics attention,information discovery and delivery,"altmetrics, citation analysis, collection development, information science, journal evaluation, research evaluation",2019,English,10.1108/idd-08-2018-0029
23,scopus,k john,journals on information literacy citation analysis and social impact metrics,Journals on Information Literacy: Citation Analysis and Social Impact Metrics,serials librarian,"altmetrics, citation analysis, information literacy, publish or perish, social impact metrics",2019,English,10.1080/0361526x.2019.1641457
24,scopus,"a regan, m henchion",making sense of altmetrics the perceived threats and opportunities for academic identity,Making sense of altmetrics: The perceived threats and opportunities for academic identity,science and public policy,"academic identity, altmetrics, research evaluation, research impact, research policy, social media",2019,English,10.1093/scipol/scz001
25,scopus,"y kim, j -e kim, y h kim, d y yoon, y j kim, j s bae",social attention and scientific articles on stroke altmetric analysis of top 50 articles,Social attention and scientific articles on stroke: Altmetric analysis of top-50 articles,clinical neurology and neurosurgery,"cerebral infarction, intracranial hemorrhages, social media, stroke, twitter",2019,English,10.1016/j.clineuro.2019.105386
26,scopus,"h h aung, h zheng, m erdt, a s aw, s -c j sin, y -l theng",investigating familiarity and usage of traditional metrics and altmetrics,Investigating familiarity and usage of traditional metrics and altmetrics,journal of the association for information science and technology,,2019,English,10.1002/asi.24162
27,scopus,"h yu, t xiao, s xu, y wang",who posts scientific tweets an investigation into the productivity locations and identities of scientific tweeters,"Who posts scientific tweets? An investigation into the productivity, locations, and identities of scientific tweeters",journal of informetrics,"altmetrics, geographic distribution, scholarly communication, scientific tweeters, twitter",2019,English,10.1016/j.joi.2019.08.001
28,scopus,"k wang, x liu, y han",exploring goodreads reviews for book impact assessment,Exploring Goodreads reviews for book impact assessment,journal of informetrics,"altmetrics, book impact assessment, online book review, reviewer role, sentiment polarity",2019,English,10.1016/j.joi.2019.07.003
29,scopus,j j prieto-gutierrez,ten years of research on researchgate a scoping review using google scholar 2008 2017,Ten years of research on researchgate: A scoping review using Google scholar (2008-2017),european science editing,"academic social networks, bibliometrics, scholarly communication",2019,English,10.20316/ese.2019.45.18023
30,scopus,"d torres-salinas, e romero-frias, w arroyo-machado",mapping the backbone of the humanities through the eyes of wikipedia,Mapping the backbone of the Humanities through the eyes of Wikipedia,journal of informetrics,"co-citation analysis, digital humanities, network analysis, scientific journals, scopus, wikipedia",2019,English,10.1016/j.joi.2019.07.002
31,scopus,"c s bang, j j lee, g h baik",the most influential articles in helicobacter pylori research a bibliometric analysis,The most influential articles in Helicobacter pylori research: A bibliometric analysis,helicobacter,"bibliometrics, helicobacter pylori, publications, research",2019,English,10.1111/hel.12589
32,scopus,"w yan, y zhang",user behaviors and network characteristics of us research universities on an academic social networking site,User behaviors and network characteristics of US research universities on an academic social networking site,higher education,"academic social networking site, hierarchical clustering, higher education institutions, researchgate metrics, scholar behavior",2019,English,10.1007/s10734-018-0339-x
33,scopus,"s heydari, m shekofteh, m kazerani",relationship between altmetrics and citations a study on the highly cited research papers,Relationship between altmetrics and citations: A study on the highly cited research papers,desidoc journal of library and information technology,"altmetrics, citations, highly cited articles, mendeley, social media, surgery",2019,English,10.14429/djlit.39.4.14204
34,scopus,"a said, t d bowman, r a abbasi, n r aljohani, s -u hassan, r nawaz",mining network level properties of twitter altmetrics data,Mining network-level properties of Twitter altmetrics data,scientometrics,"altmetrics, community structure, influential users, motifs, overlapping communities, twitter",2019,English,10.1007/s11192-019-03112-0
35,scopus,"nix tyler, j e smith",research impact core a research impact initiative at the university of michigan,Research Impact Core: A Research Impact Initiative at the University of Michigan,medical reference services quarterly,"alternative metrics, altmetrics, collaboration, research impact",2019,English,10.1080/02763869.2019.1623618
36,scopus,"s a azer, s azer",top cited articles in medical professionalism a bibliometric analysis versus altmetric scores,Top-cited articles in medical professionalism: A bibliometric analysis versus altmetric scores,bmj open,"altmetric scores, citation analysis, medical professionalism, professional behaviour, top-cited articles",2019,English,10.1136/bmjopen-2019-029433
37,scopus,"y l katchanov, y v markova, n a shmatko",comparing the topological rank of journals in web of science and mendeley,Comparing the topological rank of journals in Web of Science and Mendeley,heliyon,"altmetrics, bibliometrics, biological journals, information science, ranking, wakeby distribution",2019,English,10.1016/j.heliyon.2019.e02089
38,scopus,"b davis, j l ozanne",measuring the impact of transformative consumer research the relational engagement approach as a promising avenue,Measuring the impact of transformative consumer research: The relational engagement approach as a promising avenue,journal of business research,"altmetric analysis, citation analysis, relational engagement, social impact, transformative consumer research",2019,English,10.1016/j.jbusres.2018.12.047
39,scopus,"j cheek, e oby",getting attention creating and presenting the visible online researcher self,"“Getting Attention” Creating and Presenting the Visible, Online, Researcher Self",qualitative inquiry,"altmetrics, presentation of the (digital) self, researcher online presence, researcher selfie, researcher visibility, social media, social networking, visibility as competitive advantage",2019,English,10.1177/1077800418806593
40,scopus,k barber,altmetrics and sunscreens,Altmetrics and Sunscreens,journal of cutaneous medicine and surgery,,2019,English,10.1177/1203475419858054
41,scopus,"h y he, m gerbig, s kirby",needs assessment for improving library support for dentistry researchers,Needs assessment for improving library support for dentistry researchers,journal of the medical library association,,2019,English,10.5195/jmla.2019.556
42,scopus,"z l smith, a l chiang, d bowman, m b wallace",longitudinal relationship between social media activity and article citations in the journal gastrointestinal endoscopy,Longitudinal relationship between social media activity and article citations in the journal Gastrointestinal Endoscopy,gastrointestinal endoscopy,,2019,English,10.1016/j.gie.2019.03.028
43,scopus,"m y ali, j richardson",google scholar citation metrics of pakistani lis scholars an overview,Google Scholar Citation metrics of Pakistani LIS scholars: an overview,global knowledge memory and communication,"academic social networking, altmetrics, lis researcher, research impact, researcher profile, scholarly profile",2019,English,10.1108/gkmc-03-2018-0025
44,scopus,"x zhang, x wang, h zhao, de ordonez, y sun, h xiong",an effectiveness analysis of altmetrics indices for different levels of artificial intelligence publications,An effectiveness analysis of altmetrics indices for different levels of artificial intelligence publications,scientometrics,"altmetrics, artificial intelligence, bibliometrics, citation analysis, highly cited publication, increase of citation count",2019,English,10.1007/s11192-019-03088-x
45,scopus,"a f barakat, n nimri, m shokr, d mahtta, h mansoor, a masri, i y elgendy",correlation of altmetric attention score and citations for high impact general medicine journals a cross sectional study,Correlation of Altmetric Attention Score and Citations for High-Impact General Medicine Journals: a Cross-sectional Study,journal of general internal medicine,,2019,English,10.1007/s11606-019-04838-6
46,scopus,"q zong, y xie, r tuo, j huang, y yang",the impact of video abstract on citation counts evidence from a retrospective cohort study of new journal of physics,The impact of video abstract on citation counts: evidence from a retrospective cohort study of New Journal of Physics,scientometrics,"altmetrics, citation analysis, citation counts, retrospective cohort study, video abstract",2019,English,10.1007/s11192-019-03108-w
47,scopus,"k r powell, j j elder",a bibliometric services workshop for subject librarians,A bibliometric services workshop for subject librarians,library management,"altmetrics, bibliometrics, citation analysis, library services, peer-to-peer training, workshop",2019,English,10.1108/lm-03-2018-0014
48,scopus,"s verma, m madhusudhan",an altmetric comparison of highly cited digital library publications of india and china,An altmetric comparison of highly cited digital library publications of india and china,annals of library and information studies,"altmetrics, china, digital library, highly-cited publications, india",2019,English,
49,scopus,"k a cawcutt, l m erdahl, m j englander, d m radford, a s oxentenko, l girgis, l l migliore, j a poorman, j k silver",use of a coordinated social media strategy to improve dissemination of research and collect solutions related to workforce gender equity,Use of a Coordinated Social Media Strategy to Improve Dissemination of Research and Collect Solutions Related to Workforce Gender Equity,journal of womens health,"gender bias, information dissemination, physicians, social media, translational research, women",2019,English,10.1089/jwh.2018.7515
50,scopus,"l papachristopoulos, g tsakonas, m boudourides, m sfakakis, n kleidis, s lenis, c papatheodorou",discovering the structure and impact of the digital library evaluation domain,Discovering the structure and impact of the digital library evaluation domain,international journal on digital libraries,"digital libraries, evaluation, latent dirichlet allocation, network analysis, topic modeling",2019,English,10.1007/s00799-017-0222-x
51,scopus,"r repiso, a castillo-esparcia, d torres-salinas",altmetrics alternative indicators for web of science communication studies journals,"Altmetrics, alternative indicators for Web of Science Communication studies journals",scientometrics,"altmetrics, scientific journals, scientometrics, social media, webmetrics",2019,English,10.1007/s11192-019-03070-7
52,scopus,"y m hlavcheva, o v kanishcheva, n v borysova",a survey of informetric methods and technologies,A Survey of Informetric Methods and Technologies,cybernetics and systems analysis,"bibliometric system, citation index, informetrics, metric, scientometric system, scientometrics",2019,English,10.1007/s10559-019-00158-z
53,scopus,"h shema, o hahn, a mazarakis, i peters",retractions from altmetric and bibliometric perspectives,Retractions from altmetric and bibliometric perspectives,information wissenschaft und praxis,"altmetrics, bibliometrics, publication, scientific misconduct",2019,English,10.1515/iwp-2019-2006
54,scopus,"h j kim, d y yoon, e s kim, e j yun, h j jeon, j y lee, b -m cho",the most mentioned neurointervention articles in online media a bibliometric analysis of the top 101 articles with the highest altmetric attention scores,The most mentioned neurointervention articles in online media: A bibliometric analysis of the top 101 articles with the highest altmetric attention scores,journal of neurointerventional surgery,"history, thrombectomy",2019,English,10.1136/neurintsurg-2018-014368
55,scopus,"c a d'angelo, russo di",testing for universality of mendeley readership distributions,Testing for universality of Mendeley readership distributions,journal of informetrics,"altmetrics, bibliometrics, css, impact, mendeley readership",2019,English,10.1016/j.joi.2019.03.011
56,scopus,"j kolahi, s khazaei, p iranmanesh, p soltani",analysis of highly tweeted dental journals and articles a science mapping approach,Analysis of highly tweeted dental journals and articles: a science mapping approach,british dental journal,,2019,English,10.1038/s41415-019-0212-z
57,scopus,"c greenhow, b gleason, willet staudt",social scholarship revisited changing scholarly practices in the age of social media,Social scholarship revisited: Changing scholarly practices in the age of social media,british journal of educational technology,,2019,English,10.1111/bjet.12772
58,scopus,"p j landrigan, j m braun, e f crain, j forman, m galvez, b a gitterman, g halevi, c karr, j k mall, j a paulson, a d woolf, b p lanphear, r o wright",building capacity in pediatric environmental health the academic pediatric associations professional development program,Building Capacity in Pediatric Environmental Health: The Academic Pediatric Association's Professional Development Program,academic pediatrics,"children's environmental health, medical education, pediatric careers, research training",2019,English,10.1016/j.acap.2019.01.001
59,scopus,"r haunschild, l leydesdorff, l bornmann, i hellsten, w marx",does the public discuss other topics on climate change than researchers a comparison of explorative networks based on author keywords and hashtags,Does the public discuss other topics on climate change than researchers? A comparison of explorative networks based on author keywords and hashtags,journal of informetrics,"altmetrics, author keywords, bibliometrics, hashtags, networks, news, twitter",2019,English,10.1016/j.joi.2019.03.008
60,scopus,"s -u hassan, t d bowman, m shabbir, a akhtar, m imran, n r aljohani",influential tweeters in relation to highly cited articles in altmetric big data,Influential tweeters in relation to highly cited articles in altmetric big data,scientometrics,"altmetrics, highly cited articles, influential users, twitter",2019,English,10.1007/s11192-019-03044-9
61,scopus,"d b t robinson, l hopkins, c brown, t abdelrahman, a g powell, r j egan, w g lewis",relative value of adapted novel bibliometrics in evaluating surgical academic impact and reach,Relative Value of Adapted Novel Bibliometrics in Evaluating Surgical Academic Impact and Reach,world journal of surgery,,2019,English,10.1007/s00268-018-04893-w
62,scopus,j cho,subject analysis of lis data archived in a figshare using co occurrence analysis,Subject analysis of LIS data archived in a Figshare using co-occurrence analysis,online information review,"figshare, lis, pathfinder network, research data",2019,English,10.1108/oir-12-2017-0369
63,scopus,"n robinson-garcia, w arroyo-machado, d torres-salinas",mapping social media attention in microbiology identifying main topics and actors,Mapping social media attention in Microbiology: identifying main topics and actors,fems microbiology letters,"altmetrics, microbiology, news media, policy documents, science mapping, twitter",2019,English,10.1093/femsle/fnz075
64,scopus,"h c park, j m youn, h w park",global mapping of scientific information exchange using altmetric data,Global mapping of scientific information exchange using altmetric data,quality and quantity,"altmetrics, big data, global mapping, network analysis, social media",2019,English,10.1007/s11135-018-0797-3
65,scopus,"a g nuzzolese, p ciancarini, a gangemi, s peroni, f poggi, v presutti",do altmetrics work for assessing research quality,Do altmetrics work for assessing research quality?,scientometrics,"altmetrics, bibliometric indicators, correlation analysis, research quality",2019,English,10.1007/s11192-018-2988-z
66,scopus,"m k saberi, f ekhtiyari",usage captures mentions social media and citations of lis highly cited papers an altmetrics study,"Usage, captures, mentions, social media and citations of LIS highly cited papers: an altmetrics study",performance measurement and metrics,"altmetrics, library and information science",2019,English,10.1108/pmm-10-2018-0025
67,scopus,"l bornmann, r haunschild, j adams",do altmetrics assess societal impact in a comparable way to case studies an empirical test of the convergent validity of altmetrics based on data from the uk research excellence framework ref,Do altmetrics assess societal impact in a comparable way to case studies? An empirical test of the convergent validity of altmetrics based on data from the UK research excellence framework (REF),journal of informetrics,"altmetrics, bibliometrics, case studies, mhq, ref2014, research excellence framework, societal impact",2019,English,10.1016/j.joi.2019.01.008
68,scopus,"l a maggio, c l ratcliff, m krakow, l l moorhead, a enkhbayar, j p alperin",making headlines an analysis of us government funded cancer research mentioned in online media,Making headlines: An analysis of US government-funded cancer research mentioned in online media,bmj open,"cancer, grant funding, information technology, media, medical journalism",2019,English,10.1136/bmjopen-2018-025783
69,scopus,j l ortega,exploratory analysis of publons metrics and their relationship with bibliometric and altmetric impact,Exploratory analysis of Publons metrics and their relationship with bibliometric and altmetric impact,aslib journal of information management,"altmetrics, bibliometrics, peer-review, plumx, publons, publons score",2019,English,10.1108/ajim-06-2018-0153
70,scopus,j b holbrook,designing responsible research and innovation to encourage serendipity could enhance the broader societal impacts of research,Designing responsible research and innovation to encourage serendipity could enhance the broader societal impacts of research,journal of responsible innovation,"altmetrics, broader impacts, evaluation, responsible research and innovation, serendipity, tool",2019,English,10.1080/23299460.2017.1410326
71,scopus,"c olmeda-gomez, a perianes-rodriguez",altmetrics as a research specialty dimensions 2005 2018,"Altmetrics as a research specialty (Dimensions, 2005-2018)",profesional de la informacion,"altmetrics, authors, citation, citation network analysis, citespace, co-citation analysis, dimensions, indicators, scholarly communication, scholarly social media, science mapping, scientific journals, visualization of citation networks",2019,English,10.3145/epi.2019.nov.08
73,scopus,"s yang, m zheng",performance of citations and altmetrics in the social sciences and humanities,Performance of citations and altmetrics in the social sciences and humanities,proceedings of the association for information science and technology,"altmetrics, citations, the social sciences and humanities",2019,English,10.1002/pra2.69
74,scopus,"filho silva, souza de",the impact of altmetrics on the visibility of open acess brazilian nursing articles a case study impacto de altmetrics sobre a visibilidade de artigos em acesso aberto da enfermagem brasileira um estudo de caso,The impact of altmetrics on the visibility of open acess Brazilian nursing articles: A case study [Impacto de altmetrics sobre a visibilidade de artigos em acesso aberto da enfermagem brasileira: um estudo de caso],transinformacao,"altmetrics, mendeley, open access, plumx, scientific journal",2019,Portuguese,10.1590/2318-0889201931e190025
75,scopus,"a uribe-tirado, j ochoa-gutierrez, k ruiz-nunez, m fajardo-bermudez",visibility and altmetric impact of the university of antioquia researchers methodology applicable to universities visibilidad e impacto altmetrico de los investigadores de la universidad de antioquia metodologia aplicable a universidades,Visibility and altmetric impact of the University of Antioquia researchers: Methodology applicable to universities [Visibilidad e impacto altmétrico de los investigadores de la Universidad de Antioquia: metodología aplicable a universidades],transinformacao,"academic platforms, altmetrics, impact, researchers, university, visibility",2019,Spanish,10.1590/2318-0889201931e190016
76,scopus,"r zhao, x wang, z liu, y qi, z zhang, r chang",research on the impact evaluation of academic journals based on altmetrics and citation indicators,Research on the impact evaluation of academic journals based on altmetrics and citation indicators,proceedings of the association for information science and technology,"academic impact, altmetrics indicators, citation indicators, journals evaluation, societal impact",2019,English,10.1002/pra2.27
78,scopus,"j kolahi, s khazaei, e bidram, r kelishadi",altmetric analysis of contemporary iranian medical journals,Altmetric analysis of contemporary Iranian Medical Journals,international journal of preventive medicine,"altmetrics, facebook, iran, medical journal, social media, twitter",2019,English,10.4103/ijpvm.ijpvm-134-19
80,scopus,"s verma, m madhusudhan",altmetric analysis of highly cited publications on digital library in brazil and india a comparative study,Altmetric analysis of highly cited publications on digital library in Brazil and India: A comparative study,library philosophy and practice,"altmetrics, brazil, digital library, highly-cited publications, india",2019,English,
81,scopus,"f salahshoori, z abedini",investigating the social media presence of articles in altmetrics field indexed in scopus database an altmetrics study,Investigating the social media presence of articles in altmetrics field indexed in scopus database: An Altmetrics study,library philosophy and practice,"altmetrics, altmetrics field, social media",2019,English,
82,scopus,g stephen,altmetric for the spread of true and false news online a study of using altmetric it tool,Altmetric for the spread of true and false news online - A study of using altmetric it tool,library philosophy and practice,"altmetrics, attention score, mendeley readers, news outlets, online, true and false news, twitter mentions",2019,English,
83,scopus,"c vysakh, h r babu",citations v s altmetric attention score a comparison of top 10 highly cited papers in nature,Citations v/s altmetric attention score: A comparison of top 10 highly cited papers in nature,library philosophy and practice,"altmetrics, citation, citation analyses, tweets",2019,English,
84,scopus,"r alijani, s f mortazavipour, a a khasseh",visibility of iranian lis departments in researchgate an altmetric study,Visibility of Iranian LIS departments in ResearchGate: An altmetric study,library philosophy and practice,"altmetrics, researchgate, social scientific networks",2019,English,
85,scopus,f c gouveia,altmetric studies in brazil an analysis from the curricula on the lattes platform cnpq estudos altmetricos no brasil uma analise a partir dos curriculos da plataforma lattes cnpq,Altmetric studies in Brazil: An analysis from the curricula on the Lattes Platform-CNPq [Estudos altmétricos no Brasil: uma análise a partir dos currículos da Plataforma Lattes-CNPq],transinformacao,altmetrics. brazil. facebook. lattes. twitter,2019,Portuguese,10.1590/2318-0889201931e190027
86,scopus,"n k sheeja, k s mathew",research gate profiles of naval architecture scientists in india an altmetric analysis,Research gate profiles of naval architecture scientists in India: An altmetric analysis,library philosophy and practice,"academic, altmetrics, india, naval architecture, researchgate, scientometrics, scopus, social networking",2019,English,
87,scopus,"m salajegheh, s dayari",comparing the citations counts and altmetrics of the top medical science journals in scopus,Comparing the citations counts and altmetrics of the top medical science journals in Scopus,international journal of information science and management,"altmetrics, citations counts, f1000, facebook, g+, mentions, scientometrics",2019,English,
88,scopus,"k shekhawat, a chauhan",altmetrics a new paradigm for scholarly communication,Altmetrics: A new paradigm for scholarly communication,indian journal of dental research,"altmetrics, information dissemination, metrics, social media",2019,English,10.4103/ijdr.ijdr-27-17
89,scopus,"w sygocki, e korzeniewska",why do specialists in electromagnetism and osh need altmetric indicators po co wskazniki altmetryczne specjalistom z zakresu elektromagnetyzmu i bhp,Why do specialists in electromagnetism and osh need altmetric indicators…. [Po co wskaźniki altmetryczne specjalistom z zakresu elektromagnetyzmu i bhp…?],przeglad elektrotechniczny,"altmetric indicators, science communication, sciencemetrics, scopus, tweet",2019,English,10.15199/48.2019.01.26
90,scopus,"j -e kim, y kim, k m park, d y yoon, j s bae",top 100 publications as measured by altmetrics in the field of central nervous system inflammatory demyelinating disease,Top 100 Publications as Measured by Altmetrics in the Field of Central Nervous System Inflammatory Demyelinating Disease,biomed research international,,2019,English,10.1155/2019/3748091
92,scopus,"z xiong, y duan",evaluating the impact of books in chinese studies a case study of books authored by ucla scholars,Evaluating the impact of books in Chinese Studies: A case study of books authored by UCLA scholars,malaysian journal of library and information science,"altmetrics, bibliometrics, book evaluation, book impact, chinese studies",2019,English,10.22452/mjlis.vol24no3.2
94,scopus,g barata,more relevant alternative metrics for latin america por metricas alternativas mais relevantes para a america latina,More relevant alternative metrics for Latin America [Por métricas alternativas mais relevantes para a América Latina],transinformacao,"altmetrics, open access, scholarly communication, science communication, social media",2019,Portuguese,10.1590/2318-0889201931e190031
96,scopus,"g kerchhoff, m kahn, m nassimbeni",a 20 year evaluation of plaas research outputs impact on the scholarly domain and in social media,A 20-year evaluation of PLAAS research outputs: Impact on the scholarly domain and in social media,south african journal of science,"altmetrics, bibliometrics, grey literature, research outputs, scholarly communication",2019,English,10.17159/sajs.2019/5655
98,scopus,"filippo de, p silva, m m borges",characterization of the iberian publications on open science and analysis of their presence in social media caracterizacion de las publicaciones de espana y portugal sobre open science y analisis de su presencia en las redes sociales,Characterization of the Iberian publications on open science and analysis of their presence in social media [Caracterización de las publicaciones de España y Portugal sobre Open Science y análisis de su presencia en las redes sociales],revista espanola de documentacion cientifica,"altmetric indicators, bibliometric indicators, open science, portugal, spain",2019,Spanish,10.3989/redc.2019.2.1580
100,scopus,"j m economides, y k choi, k l fan, a p kanuri, d h song",are we witnessing a paradigm shift a systematic review of social media in residency,Are We Witnessing a Paradigm Shift?: A Systematic Review of Social Media in Residency,plastic and reconstructive surgery global open,,2019,English,10.1097/gox.0000000000002288
101,scopus,"a b click, r borchardt",library supported open access funds criteria impact and viability,"Library supported open access funds: Criteria, impact, and viability",evidence based library and information practice,,2019,English,10.18438/eblip29623
103,scopus,"fonseca da, camargo de, a f d avila, c c cardoso",a avaliacao bibliometrica de instituicoes de pesquisa para alem da comunicacao cientifica o caso embrapa,A avaliação bibliométrica de instituições de pesquisa para além da comunicação científica: O caso Embrapa,bid,"bibliometric indicators, brazil, empresa brasileira de pesquisa agropecuária, scientific communication, scientific evaluation, scientific productivity, scientific research",2019,Portuguese,10.1344/bid2019.43.19
106,scopus,l g willighagen,citation js a format independent modular bibliography tool for the browser and command line,"Citation.js: A format-independent, modular bibliography tool for the browser and command line",peerj computer science,"bibliography, javascript",2019,English,10.7717/peerj-cs.214
107,scopus,"k osman, s cunningham",engagement and impact through amplifier platforms,Engagement and impact through 'amplifier platforms',australian universities review,"amplifier platforms, digital media, online scholarly communication, public scholarship, the conversation",2019,English,
108,scopus,"b alvarez-bornstein, m montesi",who is interacting with researchers on twitter a survey in the field of information science,Who is interacting with researchers on twitter? A survey in the field of information science,jlis it,"altmetrics, communication, library and information science, social media interactions, societal impact of research, twitter",2019,English,10.4403/jlis.it-12530
109,scopus,"a y gasparyan, m yessirkepov, a a voronov, a m koroleva, g d kitas",comprehensive approach to open access publishing platforms and tools,Comprehensive approach to open access publishing: Platforms and tools,journal of korean medical science,"access to information, bibliography as topic, open access publishing, peer review, periodicals as topic",2019,English,10.3346/jkms.2019.34.e184
110,scopus,"g valerio-urena, d herrera-murillo",disseminated articles through digital social channels and its relation with metrics of academic impact,Disseminated articles through digital social channels and its relation with metrics of academic impact,comunicacion y sociedad mexico,"academic citations, altmetrics, open access journals, scientific production, social networks",2019,English,10.32870/cys.v2019i0.7100
